,Category,Name,Rating,Number of reviews,5 stars,4 stars,3 stars,2 stars,1 star
1189,Magasin de vêtements pour femmes,Rubber Eva,"4,1",16,82,6,0,6,6
1190,Magasin de vêtements,Les Pièces Concept Store,"4,1",16,75,12,0,0,13
1191,Bijouterie,ACMÉE Paris,"4,1",15,80,6,7,0,7
1192,Magasin de chaussures,Sapes2folies Sneaker Shop,"4,1",14,93,0,0,0,7
1193,Bureau de change,Abacor,NA,NA,64,29,7,0,0
1194,Magasin de vêtements,Stratos Paris,"4,1",13,84,8,0,0,8
1195,Boutique d'accessoires de mode,Classy Mastour,"4,1",13,92,0,0,0,8
1196,Magasin de vêtements,OUZOSAN | ウーゾさん,"4,1",11,64,36,0,0,0
1197,Marché en ligne,Dropfast,"4,1",10,80,10,0,0,10
1198,Magasin de vêtements pour femmes,Rivagebylaura,"4,1",10,90,0,0,0,10
1199,Bijouterie,La Mine des Fantaisies,"4,1",8,75,25,0,0,0
1200,Boutique de t-shirts personnalisés,PRINT MY DESIGN,"4,1",8,87,13,0,0,0
1201,Boutique d'accessoires de mode,La Cadette,"4,1",7,100,0,0,0,0
1202,Shopping & mode,Laboutiquedevetements,"4,1",7,100,0,0,0,0
1203,Boutique de lingerie,Ballenro,"4,1",7,86,0,0,0,14
1204,Bijouterie,Oblade,"4,1",6,67,33,0,0,0
1205,Magasin de vêtements,l'Artefact,"4,1",6,83,17,0,0,0
1206,Magasin de vêtements de sport,Medusa Fit,"4,1",6,83,17,0,0,0
1207,Bijouterie,Memori Bijoux,"4,1",6,83,17,0,0,0
1208,Magasin de vêtements,Aniki - Objectif Soleil Levant,"4,1",6,83,17,0,0,0
1209,Magasin de vêtements,Moguo Paris,"4,1",6,100,0,0,0,0
1210,Pressing,MIB Clean,"4,1",6,83,17,0,0,0
1211,Boutique d'accessoires de mode,Boucle Et Ceinture,"4,1",6,100,0,0,0,0
1212,Fabricant de montres,Torgaw,"4,1",6,83,17,0,0,0
1213,Boutique d'accessoires de mode,O'drey créa,"4,1",6,100,0,0,0,0
1214,Magasin de streetwear,Myinfinitystreet,"4,1",6,100,0,0,0,0
1215,Magasin de vêtements pour hommes,Opalona,"4,1",6,83,17,0,0,0
1216,Bijouterie fantaisie,Meleternelle,"4,1",6,83,17,0,0,0
1217,Magasin de pierres naturelles,L'antre de la destinée,"4,1",6,100,0,0,0,0
1218,Magasin de maillots de bain,initialsparis.com,"4,1",6,83,17,0,0,0
1219,Bijouterie,Piectus,"4,1",6,66,0,0,17,17
1220,Magasin de vêtements pour femmes,FADED - Vêtements pour femmes,"4,1",6,83,17,0,0,0
1221,Magasin de puériculture,PAPATE,"4,1",6,83,17,0,0,0
1222,Magasin de sous-vêtements,Chaussettes Fantaisie,"4,1",6,100,0,0,0,0
1223,Magasin de déguisements,The Drag Queen Closet,"4,1",6,83,17,0,0,0
1224,Boutique de ceintures,CLEMENTI Paris,"4,1",5,100,0,0,0,0
1225,Magasin de maillots de bain,historia natural,"4,1",5,100,0,0,0,0
1226,Shopping & mode,Velieri Paris,"4,1",5,100,0,0,0,0
1227,Bijouterie fantaisie,Peooni,"4,1",5,100,0,0,0,0
1228,Magasin de vêtements pour enfants,Bibalou,"4,1",5,100,0,0,0,0
1229,Boutique de mariage,Ziba Boutique,"4,1",5,100,0,0,0,0
1230,Shopping & mode,Precious Time-watches,"4,1",5,100,0,0,0,0
1231,Boutique d'articles de mode,Kanten,"4,1",5,100,0,0,0,0
1232,Bijoutier,Mayalp Le Bijou Alpin,"4,1",5,100,0,0,0,0
1233,Bijouterie,Jolly Jane Bijoux,"4,1",5,100,0,0,0,0
1234,Magasin de chaussures,Walkn Sneak,"4,1",5,100,0,0,0,0
1235,Magasin de chaussures,helloshoes.fr,"4,1",5,100,0,0,0,0
1236,Boutique d'accessoires de mode,MyBands,"4,1",5,100,0,0,0,0
1237,Magasin de vêtements pour hommes,Erverte,"4,1",5,100,0,0,0,0
1238,Magasin de vêtements,ContreCœur,"4,1",5,100,0,0,0,0
1239,Magasin de vêtements,VVAL-Studio,"4,1",5,100,0,0,0,0
1240,Magasin de maillots de bain,historia natural,"4,1",5,100,0,0,0,0
1241,Artiste,Aurelieboufflersfrance,"4,1",5,100,0,0,0,0
1242,Magasin de vêtements,KAEMA,"4,1",5,100,0,0,0,0
1243,Banque,MoneyNow,"4,1",5,100,0,0,0,0
1244,Bijouterie,Nesslana,"4,1",5,100,0,0,0,0
1245,Magasin de chaussures,helloshoes.fr,"4,1",5,100,0,0,0,0
1246,Bijouterie fantaisie,Peooni,"4,1",5,100,0,0,0,0
1247,Boutique de mariage,Ziba Boutique,"4,1",5,100,0,0,0,0
1248,Boutique d'articles de mode,Kanten,"4,1",5,100,0,0,0,0
1249,Magasin de vêtements de sport (activewear),LEBRIDGE,"4,1",5,100,0,0,0,0
1250,Bijouterie,Vife,"4,1",5,100,0,0,0,0
1251,Magasin de vêtements,Constant personal shopper éthique,"4,1",5,100,0,0,0,0
1252,Magasin de vêtements,ContreCœur,"4,1",5,100,0,0,0,0
1253,Boutique d'accessoires de mode,MyBands,"4,1",5,100,0,0,0,0
1254,Magasin de vêtements pour hommes,Erverte,"4,1",5,100,0,0,0,0
1255,Boutique d'accessoires de mode,FARACHA.FR,"4,1",5,100,0,0,0,0
1256,Magasin d'articles de sports,Om Shoe,"4,1",5,100,0,0,0,0
1257,Boutique d'accessoires de mode,Petit Miaou,"4,1",5,100,0,0,0,0
1258,Boutique d'articles de mode,Gendo Milano,"4,1",5,100,0,0,0,0
1259,Boutique de cadeaux,Mycrazystuff.com,"4,1",5,100,0,0,0,0
1260,Bijouterie fantaisie,Caurisandco,"4,1",5,100,0,0,0,0
1261,Magasin de vêtements pour femmes,FANTAZIA,"4,0",3328,79,15,4,1,1
1262,Magasin de sacs et de valises,Mesbagages,"4,0",2048,58,8,4,4,26
1263,Magasin de chaussures,Bexley,"4,0",974,61,8,2,3,26
1264,Boutique d'accessoires de mode,InstantLuxe.com,"4,0",843,58,19,10,4,9
1265,Magasin de vêtements pour femmes,BrentinyParis.com,"4,0",588,72,8,3,4,13
1266,Boutique de lingerie,CHARLOTT',"4,0",267,82,9,2,2,5
1267,Magasin de streetwear,Sneakers Heat,"4,0",217,70,15,2,2,11
1268,Bijouterie,VosBijoux.fr,"4,0",194,72,21,4,1,2
1269,Magasin de vêtements pour enfants,Grossiste-Enfant.fr,"4,0",177,66,15,8,1,10
1270,Bijouterie,The Sexy Scientist,"4,0",170,57,19,8,2,14
1271,Joaillier,Kassel,"4,0",167,73,8,2,0,17
1272,Bijouterie,ASEEL Paris,"4,0",117,75,11,5,3,6
1273,Boutique d'accessoires de mode,Labodét,"4,0",114,60,17,3,0,20
1274,Boutique d'accessoires de mode,My-sticker.com,"4,0",109,79,11,5,0,5
1275,Boutique de lingerie,Lingerie & Bikini Story,"4,0",68,53,9,6,0,32
1276,Magasin de sacs,Lenappy,"4,0",64,64,12,2,0,22
1277,Expert en bijoux,Piercing Luxury,"4,0",63,87,8,0,0,5
1278,Magasin de streetwear,Kyugen,"4,0",40,72,5,5,3,15
1279,Magasin de puériculture,Bambinou,"4,0",36,75,3,0,0,22
1280,Magasin de puériculture,Apibébé,"4,0",34,59,26,0,0,15
1281,Bijouterie,le gramme,"4,0",29,69,0,0,7,24
1282,Magasin de puériculture,Mon Tapis Montessori,"4,0",28,78,11,0,0,11
1283,Service d'informations,Electroguide,"4,0",26,57,27,0,8,8
1284,Fournisseur de textile,lamaisonduteeshirt,"4,0",23,61,4,0,0,35
1285,Shopping & mode,ULTRABASIC,"4,0",18,66,11,17,0,6
1286,Shopping & mode,Cesare Nori,"4,0",17,76,0,6,6,12
1287,Magasin général,BamBoutic,"4,0",15,80,0,7,0,13
1288,Magasin de sacs et de valises,BONACHET PARIS,"4,0",11,82,0,9,0,9
1289,Magasin de vêtements imprimés,Monsieur Spoiler,"4,0",10,90,0,0,0,10
1290,Magasin de chaussures,Chaussures Adrien,"4,0",10,80,10,0,0,10
1291,Shopping & mode,C LE PIED,"4,0",7,86,0,0,0,14
1292,Magasin de vêtements pour femmes,Emma & Virginie,"4,0",6,83,0,0,17,0
1293,Bijouterie,BAUCHARDS JOAILLERIE,"4,0",6,83,0,0,0,17
1294,Site de comparaison de prix,cBanque,"4,0",6,83,17,0,0,0
1295,Shopping & mode,Rue Du Boxer,"4,0",6,100,0,0,0,0
1296,Magasin de vêtements,Hydra Clothing,"4,0",6,83,17,0,0,0
1297,Fabricant de bijoux,Monbijouxpierresdesoins,"4,0",6,100,0,0,0,0
1298,Magasin de chasse,Enchereland,"4,0",6,67,33,0,0,0
1299,Magasin de design et de décor intérieur,Lili Pouce,"4,0",5,80,20,0,0,0
1300,Magasin de design et de décor intérieur,Lili Pouce,"4,0",5,80,20,0,0,0
1301,Shopping & mode,ATELIER DU STYLE,"4,0",5,80,20,0,0,0
1302,Bijouterie,MON BIJOU LACTE,"4,0",5,100,0,0,0,0
1303,Boutique d'accessoires de mode,Baroccobeautyco,"4,0",5,80,20,0,0,0
1304,Boutique de t-shirts personnalisés,THEMHT,"4,0",4,100,0,0,0,0
1305,Boutique de t-shirts personnalisés,Edit Something,"4,0",4,100,0,0,0,0
1306,Shopping & mode,Wootrendy,"4,0",4,100,0,0,0,0
1307,Bijoutier,Leo + Lumi,"4,0",4,100,0,0,0,0
1308,Shopping & mode,Jewel Selected,"4,0",4,100,0,0,0,0
1309,Magasin de vêtements,ikigai,"4,0",4,100,0,0,0,0
1310,Boutique d'accessoires de mode,Choisir Sa Franchise,"4,0",4,100,0,0,0,0
1311,Magasin de vêtements,Luckychoice,"4,0",4,75,25,0,0,0
1312,Magasin de chaussures,Hypeyoursteps,"4,0",4,100,0,0,0,0
1313,Magasin de maillots de bain,My Dressing,"4,0",4,100,0,0,0,0
1314,Bijouterie,Fil Câlin,"4,0",4,100,0,0,0,0
1315,Magasin de vêtements,Vinylworkprocess,"4,0",4,100,0,0,0,0
1316,Bijouterie,Sarah&Jeremie Bijouterie,"4,0",4,100,0,0,0,0
1317,Magasin de vêtements imprimés,Lacheleschiens Store,"4,0",4,100,0,0,0,0
1318,Marché traditionnel,Nectosia,"4,0",4,100,0,0,0,0
1319,Shopping & mode,Larissa Chaussures,"4,0",4,100,0,0,0,0
1320,Boutique d'accessoires de mode,GLOWIN KEYS,"4,0",4,75,25,0,0,0
1321,Boutique d'articles de mode,Maco paris,"4,0",4,100,0,0,0,0
1322,Boutique d'articles de mode,Brandibay,"4,0",4,100,0,0,0,0
1323,Magasin de chaussures,Fittingroom,"4,0",4,100,0,0,0,0
1324,Boutique d'accessoires de mode,Modern Gentleman,"4,0",4,75,0,0,0,25
1325,Magasin de vêtements,splitee.fr,"4,0",4,100,0,0,0,0
1326,Horlogerie,Artebellum,"4,0",4,100,0,0,0,0
1327,Marché en ligne,iZiCuisine,"4,0",4,75,25,0,0,0
1328,Magasin de streetwear,Zone Sneakers,"4,0",4,100,0,0,0,0
1329,Boutique d'accessoires de mode,Mademoiselle Joy,"4,0",4,100,0,0,0,0
1330,Fabricant de bijoux,Pierre & Énergie,"4,0",4,100,0,0,0,0
1331,Boutique de t-shirts personnalisés,Seiche,"4,0",4,100,0,0,0,0
1332,Shopping & mode,Paula's Choice France,"4,0",4,100,0,0,0,0
1333,Magasin de vêtements pour bébés,bebe-abord.com,"4,0",4,100,0,0,0,0
1334,Fabricant de bijoux,Koutur Bijoux,"4,0",4,100,0,0,0,0
1335,Magasin de maillots de bain,My Dressing,"4,0",4,100,0,0,0,0
1336,Boutique d'accessoires de mode,Choisir Sa Franchise,"4,0",4,100,0,0,0,0
1337,Bijouterie,Sarah&Jeremie Bijouterie,"4,0",4,100,0,0,0,0
1338,Marché traditionnel,Nectosia,"4,0",4,100,0,0,0,0
1339,Magasin de vêtements,Luckychoice,"4,0",4,75,25,0,0,0
1340,Boutique d'articles de mode,Brandibay,"4,0",4,100,0,0,0,0
1341,Boutique d'accessoires de mode,GLOWIN KEYS,"4,0",4,75,25,0,0,0
1342,Boutique de t-shirts personnalisés,Edit Something,"4,0",4,100,0,0,0,0
1343,Shopping & mode,Wootrendy,"4,0",4,100,0,0,0,0
1344,Magasin de streetwear,Zone Sneakers,"4,0",4,100,0,0,0,0
1345,Magasin de vêtements pour bébés,bebe-abord.com,"4,0",4,100,0,0,0,0
1346,Bijouterie,Galeries du Diamant,"4,0",4,100,0,0,0,0
1347,Magasin de vêtements,pinkswan.fr,"4,0",4,100,0,0,0,0
1348,Magasin de chaussures,Fittingroom,"4,0",4,100,0,0,0,0
1349,Magasin de maillots de bain,YUCCAS SWIMWEAR,"4,0",4,100,0,0,0,0
1350,Bijouterie fantaisie,Alhena bijoux,"4,0",4,100,0,0,0,0
1351,Boutique de t-shirts personnalisés,Communicaen,"4,0",4,100,0,0,0,0
1352,Magasin de vêtements,Bodhy,"4,0",4,100,0,0,0,0
1353,Boutique d'articles de mode,Reset,"4,0",4,100,0,0,0,0
1354,Magasin de puériculture,Jenigi,"4,0",4,100,0,0,0,0
1355,Boutique d'accessoires de mode,Julie & Joy,"4,0",4,75,25,0,0,0
1356,Fabricant de maroquinerie,La Fleur Bordelaise,"4,0",4,100,0,0,0,0
1357,Magasin de vêtements pour femmes,Nolwennfaligot,"4,0",4,100,0,0,0,0
1358,Bijouterie,URSELLE Paris,"4,0",4,75,25,0,0,0
1359,Boutique de cadeaux,Couple-Cadeaux,"4,0",4,100,0,0,0,0
1360,Magasin de vêtements pour enfants,Field & Fern,"4,0",3,100,0,0,0,0
1361,Shopping & mode,Slash Store,"4,0",3,100,0,0,0,0
1362,Boutique de cadeaux,Jeux'Gratte,"4,0",3,100,0,0,0,0
1363,Magasin de vêtements de sport,Jogasport,"4,0",3,100,0,0,0,0
1364,Shopping & mode,Moodwaystore,"4,0",3,100,0,0,0,0
1365,Bijouterie,Carolinadias,"4,0",3,100,0,0,0,0
1366,Boutique d'accessoires de mode,Uniktattoo,"4,0",3,100,0,0,0,0
1367,Magasin de vêtements,Clothesband,"4,0",3,100,0,0,0,0
1368,Boutique d'accessoires de mode,Violette,"4,0",3,100,0,0,0,0
1369,Magasin de vêtements pour hommes,KINGZ Worldwide,"4,0",3,100,0,0,0,0
1370,Friperie,Gabbavintage,"4,0",3,100,0,0,0,0
1371,Grand magasin,MAX & GUYS,"4,0",3,100,0,0,0,0
1372,Boutique d'accessoires de mode,Hivy,"4,0",3,100,0,0,0,0
1373,Boutique d'accessoires de mode,Benjamin Mach Créateur de Bijoux Argent,"4,0",3,100,0,0,0,0
1374,Shopping & mode,Skinproject,"4,0",3,100,0,0,0,0
1375,Magasin de motos,Naturebike,"4,0",3,100,0,0,0,0
1376,Shopping & mode,Stone Bracelets,"4,0",3,100,0,0,0,0
1377,Boutique d'accessoires de mode,Basketsdesecurite,"4,0",3,100,0,0,0,0
1378,Magasin de vêtements,Valentin Outlet,"4,0",3,100,0,0,0,0
1379,Magasin de vêtements,Atelierdelafratrie,"4,0",3,100,0,0,0,0
1380,Boutique érotique,Malins-Plaisirs ®,"4,0",3,100,0,0,0,0
1381,Magasin de vêtements de sport,Tatakai,"4,0",3,100,0,0,0,0
1382,Magasin de t-shirts,Peek Art,"4,0",3,100,0,0,0,0
1383,Boutique d'accessoires de mode,karmyliege.com,"4,0",3,100,0,0,0,0
1384,Boutique d'accessoires de mode,Villeajoie,"4,0",3,100,0,0,0,0
1385,Magasin de vêtements pour enfants,Tweenies,"4,0",3,100,0,0,0,0
1386,Bijouterie fantaisie,Exprimeyourself,"4,0",3,100,0,0,0,0
1387,Magasin de couture,Mes cadeaux toudoux,"4,0",3,100,0,0,0,0
1388,Magasin de chaussures,worldwidesneakers.store,"4,0",3,100,0,0,0,0
1389,Magasin de chaussures,Verykickz,"4,0",3,100,0,0,0,0
1390,Magasin de sous-vêtements,Colorsocks.store,"4,0",3,100,0,0,0,0
1391,Service de coupons d'achat,code-promo.shop,"4,0",3,100,0,0,0,0
1392,Shopping & mode,Studex,"4,0",3,100,0,0,0,0
1393,Bijouterie,Satis Création,"4,0",3,100,0,0,0,0
1394,Magasin de vêtements pour femmes,Vénus Mariage,"4,0",3,100,0,0,0,0
1395,Marché en ligne,PandaPlace,"4,0",3,100,0,0,0,0
1396,Shopping & mode,Robelle,"4,0",3,100,0,0,0,0
1397,Shopping & mode,arguitex,"4,0",3,100,0,0,0,0
1398,Magasin de sacs et de valises,Kaem,"4,0",3,100,0,0,0,0
1399,Shopping & mode,Sitador,"4,0",3,100,0,0,0,0
1400,Service de coupons d'achat,code-promo.shop,"4,0",3,100,0,0,0,0
1401,Shopping & mode,Studex,"4,0",3,100,0,0,0,0
1402,Bijouterie,Satis Création,"4,0",3,100,0,0,0,0
1403,Magasin de vêtements pour femmes,Vénus Mariage,"4,0",3,100,0,0,0,0
1404,Marché en ligne,PandaPlace,"4,0",3,100,0,0,0,0
1405,Shopping & mode,Robelle,"4,0",3,100,0,0,0,0
1406,Shopping & mode,arguitex,"4,0",3,100,0,0,0,0
1407,Magasin de sacs et de valises,Kaem,"4,0",3,100,0,0,0,0
1408,Shopping & mode,Sitador,"4,0",3,100,0,0,0,0
1409,Shopping & mode,Mon Chemin De Vie,"4,0",3,100,0,0,0,0
1410,Décorateur d'intérieur,Comptoir de l'Isle,"4,0",3,100,0,0,0,0
1411,Grand magasin,Shoppy Geek,"4,0",3,100,0,0,0,0
1412,Magasin de sacs et de valises,Supreme Creations,"4,0",3,100,0,0,0,0
1413,Magasin de vêtements pour bébés,MY PRETTY GIFT,"4,0",3,100,0,0,0,0
1414,Magasin de vêtements pour bébés,Le Paradis Enfantin,"4,0",3,100,0,0,0,0
1415,Magasin de chaussures,Window Shopper,"4,0",3,100,0,0,0,0
1416,Magasin de couture,Les Cotons d'Amandine,"4,0",3,100,0,0,0,0
1417,Boutique de robes,Ma Bohème,"4,0",3,100,0,0,0,0
1418,Magasin de vêtements pour enfants,Cousu by Maman,"4,0",3,100,0,0,0,0
1419,Marché en ligne,LaBoutiqueMCG,"4,0",3,100,0,0,0,0
1420,Magasin de bougies,La Famille De Camomille,"4,0",3,100,0,0,0,0
1421,Magasin de vêtements pour hommes,MENLOOK,"3,9",15788,64,15,7,5,9
1422,Boutique de lingerie,Collant.fr,"3,9",305,77,13,3,<1,6
1423,Magasin de lunettes de soleil,Keloptic,"3,9",226,70,8,3,4,15
1424,Bijouterie fantaisie,SOUFEEL France,"3,9",137,57,10,4,2,27
1425,Courtier en finances,moneybanker.fr,"3,9",121,51,13,12,2,22
1426,Boutique d'accessoires de mode,Papilyo,"3,9",101,72,13,7,2,6
1427,Boutique de lingerie,We Are Jolies,"3,9",78,52,8,5,18,17
1428,Magasin de chaussures,Laurent Guillaud,"3,9",71,73,4,0,3,20
1429,Bijouterie fantaisie,BeeHumming,"3,9",70,71,6,3,4,16
1430,Magasin de chaussures,Chausty,"3,9",66,74,8,3,1,14
1431,Magasin de chapeaux et couvre-chefs,Chapeaushop,"3,9",57,54,16,9,3,18
1432,Magasin de vêtements grandes tailles,Size Factory,"3,9",51,65,4,0,6,25
1433,Shopping & mode,Birdieshop,"3,9",28,82,7,7,4,0
1434,Bijouterie,Boutique Sainte-Marie,"3,9",27,70,7,0,4,19
1435,Site de comparaison de prix,Meilleurvendeur,"3,9",23,70,26,4,0,0
1436,Boutique de lingerie,Lingerie Masculine,"3,9",22,68,27,0,5,0
1437,Shopping & mode,Fournishop,"3,9",21,67,5,0,9,19
1438,Magasin de chapeaux et couvre-chefs,Simone Headwear,"3,9",21,90,0,0,0,10
1439,Shopping & mode,Lepetitgratuit,"3,9",20,80,10,5,5,0
1440,Bijouterie fantaisie,Daryajewelry,"3,9",15,73,7,0,7,13
1441,Épicerie fine,Le Comptoir Irlandais,"3,9",14,72,0,14,0,14
1442,Bijouterie,Cyllene Fantaisie,"3,9",13,69,0,8,0,23
1443,Boutique d'accessoires de mode,Boutique Kpop,"3,9",13,77,0,8,0,15
1444,Shopping & mode,Planet Puzzles,"3,9",12,59,8,0,0,33
1445,Fabricant de bijoux,Creabibenval,"3,9",12,75,0,8,0,17
1446,Shopping & mode,Papa Pique et Maman Coud,"3,9",12,67,0,0,8,25
1447,Shopping & mode,Renobijoux,"3,9",10,90,0,0,0,10
1448,Magasin de vêtements pour hommes,zinefashionstore,"3,9",9,56,44,0,0,0
1449,Magasin de sex-toy,Grenadilleshop,"3,9",9,89,0,0,0,11
1450,Magasin de vêtements professionnels,Apie Logistic - Bourg en Bresse,"3,9",8,87,0,0,0,13
1451,Magasin de vêtements et d'articles de plein air,Aventure Nordique,"3,9",8,75,0,0,0,25
1452,Magasin de vêtements,KOTO'S LIVING,"3,9",8,75,12,0,0,13
1453,Magasin de vêtements,Directmarques,"3,9",8,87,0,0,0,13
1454,Shopping & mode,Boden,"3,9",7,86,0,0,14,0
1455,Magasin de chaussures,Bekvï,"3,9",7,72,14,0,0,14
1456,Shopping & mode,Tbs1978,"3,9",6,83,0,0,0,17
1457,Boutique de lingerie,Beauté Secrète,"3,9",6,67,0,0,0,33
1458,Boutique d'accessoires de mode,Moment Ici,"3,9",6,83,0,0,0,17
1459,Magasin de puériculture,So'Baby box,"3,9",4,75,25,0,0,0
1460,Marché en ligne,Deal Plaza,"3,9",4,75,0,25,0,0
1461,Magasin de vêtements pour femmes,Styliz'Me,"3,9",4,75,25,0,0,0
1462,Magasin de puériculture,So'Baby box,"3,9",4,75,25,0,0,0
1463,Bijouterie fantaisie,Frenxys,"3,9",4,75,25,0,0,0
1464,Magasin de sex-toy,Monpetitplaisir,"3,9",4,75,25,0,0,0
1465,Magasin de vêtements,Events Family,"3,9",4,75,0,25,0,0
1466,Magasin de vêtements pour femmes,Icilamode,"3,9",3,67,33,0,0,0
1467,Service de coupons d'achat,Ikoupi,"3,9",3,67,33,0,0,0
1468,Grand magasin,Courrier de Noël,"3,9",3,67,33,0,0,0
1469,Shopping & mode,InDaBlox,"3,9",3,67,33,0,0,0
1470,Shopping & mode,ByStrass,"3,9",3,67,0,0,0,33
1471,Boutique de lingerie,1001dessous,"3,9",3,33,0,0,0,67
1472,Bijouterie,Bijouxenfants,"3,9",3,67,33,0,0,0
1473,Magasin de sacs et bagages,Socomera,"3,9",3,67,33,0,0,0
1474,Magasin de vêtements pour femmes,Cendriyon.com,"3,8",9261,69,21,6,2,2
1475,Shopping & mode,CIGARELESS,"3,8",462,57,23,10,5,5
1476,Shopping & mode,Viniphile,"3,8",110,49,8,4,5,34
1477,Magasin de vêtements pour femmes,M'elle Boutique,"3,8",105,73,6,3,4,14
1478,Shopping & mode,France Barnums,"3,8",85,86,5,0,2,7
1479,Magasin de vêtements pour femmes,poppyfieldthelabel.com,"3,8",65,63,14,3,3,17
1480,Boutique d'accessoires de mode,Fitness Gaine,"3,8",62,53,8,8,7,24
1481,Magasin de sacs,Bagaran,"3,8",61,62,10,0,7,21
1482,Magasin de vêtements vintage,Vintage Univers,"3,8",60,60,15,5,0,20
1483,Magasin de sacs et bagages,La Troika,"3,8",30,70,13,0,7,10
1484,Boutique de mariage,Kenzacaftan,"3,8",30,84,3,0,0,13
1485,Shopping & mode,BIJOUX4MEN,"3,8",24,71,12,0,0,17
1486,Magasin de vêtements pour femmes,Mandy Shop,"3,8",22,95,0,0,0,5
1487,Service de coupons d'achat,Yeswedeal,"3,8",21,76,14,0,0,10
1488,Boutique d'accessoires de mode,Tattoostyleconcept,"3,8",19,63,10,0,16,11
1489,Magasin de chaussures,TOMS - toms.com/fr,"3,8",16,62,13,6,6,13
1490,Bijouterie,Constellation Paris,"3,8",15,80,13,0,0,7
1491,Friperie,Mosharks,"3,8",13,53,23,8,8,8
1492,Magasin de chaussures,Chaussures Desmazieres,"3,8",12,33,34,17,8,8
1493,Magasin de chaussures,PIERRE HARDY,"3,8",12,84,0,8,0,8
1494,Magasin de sacs et bagages,VICTOR BARROTI,"3,8",11,91,0,0,0,9
1495,Magasin de chaussures,chausson-univers.com,"3,8",11,64,18,0,0,18
1496,Magasin de vêtements,je-suis-raoult,"3,8",10,60,20,0,10,10
1497,Magasin de vêtements,MandMDirect.fr,"3,8",9,78,11,0,0,11
1498,Shopping & mode,Eurotissus,"3,8",9,67,33,0,0,0
1499,Bijouterie,La Foire Aux Bijoux,"3,8",8,75,0,0,0,25
1500,Bijouterie,The Emma&Chloé Box,"3,8",7,72,0,14,0,14
1501,Boutique d'accessoires de mode,FERAZINI,"3,8",6,83,0,0,0,17
1502,Magasin de vêtements,Fantine,"3,8",5,80,0,0,0,20
1503,Magasin de streetwear,Salang Clothes,"3,8",5,80,0,0,0,20
1504,Shopping & mode,monsexshop.fr,"3,8",5,60,20,0,20,0
1505,Bijouterie,Johmary,"3,8",4,50,50,0,0,0
1506,Shopping & mode,Koalattitude,"3,8",4,50,25,25,0,0
1507,Shopping & mode,voguepromdresses.fr,"3,8",4,25,75,0,0,0
1508,Marché en ligne,Les Création De Laurette,"3,8",4,75,0,0,25,0
1509,Bijouterie,Bijao,"3,8",4,75,0,0,25,0
1510,Magasin de vêtements pour bébés,Piloo France,"3,8",4,75,0,0,25,0
1511,Boutique de cadeaux,luxxley.com,"3,8",4,75,0,25,0,0
1512,Bijouterie,La Bourse Aux Bijoux,"3,8",3,67,33,0,0,0
1513,Magasin de vêtements,BBR Créations,"3,8",3,100,0,0,0,0
1514,Boutique de lingerie,Missdentelle,"3,8",3,67,33,0,0,0
1515,Boutique de t-shirts personnalisés,Je Suis Trop Génial(e),"3,8",3,67,33,0,0,0
1516,Magasin de vêtements,Wexead,"3,8",3,67,33,0,0,0
1517,Magasin de manteaux de fourrure,Courrage 004,"3,8",3,100,0,0,0,0
1518,Service de coupons d'achat,ShoppingSpout France,"3,8",3,67,33,0,0,0
1519,Magasin discount,Weed Side Story,"3,8",3,67,33,0,0,0
1520,Boutique de t-shirts personnalisés,Je Suis Trop Génial(e),"3,8",3,67,33,0,0,0
1521,Service de coupons d'achat,ShoppingSpout France,"3,8",3,67,33,0,0,0
1522,Magasin de manteaux de fourrure,Courrage 004,"3,8",3,100,0,0,0,0
1523,Bijouterie,La Bourse Aux Bijoux,"3,8",3,67,33,0,0,0
1524,Magasin de lunettes de soleil,Matthew Sunglasses,"3,8",3,100,0,0,0,0
1525,Bijouterie,Madyshop,"3,8",3,67,33,0,0,0
1526,Bijouterie fantaisie,BornéArt,"3,8",3,100,0,0,0,0
1527,Boutique d'accessoires de mode,ATELIARPARIS,"3,8",3,100,0,0,0,0
1528,Boutique d'accessoires de mode,DuckyDucky,"3,8",2,100,0,0,0,0
1529,Marché en ligne,Allicoop,"3,8",2,100,0,0,0,0
1530,Fabricant de bijoux,Pierres d'azul,"3,8",2,100,0,0,0,0
1531,Fabricant de montres,Neucarl Watches,"3,8",2,100,0,0,0,0
1532,Magasin de vêtements,Razo,"3,8",2,100,0,0,0,0
1533,Joaillier,Mariusse & Bonnet,"3,8",2,100,0,0,0,0
1534,Magasin de vêtements,boutiquelecomptoir.fr,"3,8",2,100,0,0,0,0
1535,Horlogerie,AM TIME Paris,"3,8",2,100,0,0,0,0
1536,Magasin de chaussures,Eurl Agnapel,"3,8",2,100,0,0,0,0
1537,Magasin de maillots de bain,Mouiller le Maillot,"3,8",2,100,0,0,0,0
1538,Magasin de vêtements,Offend® Store,"3,8",2,100,0,0,0,0
1539,Boutique d'articles de mode,Baciami,"3,8",2,100,0,0,0,0
