,Category,Name,Rating,Number of reviews,5 stars,4 stars,3 stars,2 stars,1 star
1645,Magasin de vêtements de sport,Jerseyave,"3,8",2,100,0,0,0,0
1646,Boutique d'accessoires de mode,Unemuse,"3,8",2,100,0,0,0,0
1647,Magasin de vêtements,Xym,"3,8",2,100,0,0,0,0
1648,Shopping & mode,reder - l'homme moderne,"3,7",194,44,14,5,4,33
1649,Magasin,Ugoshi,"3,7",101,51,19,0,<1,29
1650,Magasin de sous-vêtements,DISWIM,"3,7",99,55,20,8,2,15
1651,Bijouterie,Jewelry Bling Aix,"3,7",91,79,7,0,0,14
1652,Magasin de vêtements grandes tailles,Ulla Popken France,"3,7",81,60,9,10,4,17
1653,Horlogerie,MGH,"3,7",69,49,25,3,7,16
1654,Bijouterie,Obsidian Piercing,"3,7",52,86,10,0,0,4
1655,Fournisseur de textile,Needen France,"3,7",31,77,10,0,3,10
1656,Shopping & mode,Kaporal,"3,7",29,62,14,3,7,14
1657,Boutique d'accessoires de mode,Cartz,"3,7",22,63,5,9,5,18
1658,Magasin de vêtements,Lestoquesmodeles.com,"3,7",17,64,12,0,6,18
1659,Shopping & mode,Vigicoin,"3,7",16,44,19,6,19,12
1660,Magasin de streetwear,101phase.com,"3,7",12,75,8,0,0,17
1661,Magasin de chaussures,Pierre Qui Roule,"3,7",11,18,9,0,18,55
1662,Graveur sur bijoux,fr.bijouxenvogue.com,"3,7",9,78,0,0,11,11
1663,Magasin de lunettes de soleil,ENAÏM,"3,7",9,89,0,0,0,11
1664,Shopping & mode,Shilton,"3,7",8,62,0,13,0,25
1665,Magasin de sacs et de valises,Gandy,"3,7",7,14,14,29,0,43
1666,Bijouterie fantaisie,Poopita,"3,7",7,57,14,0,29,0
1667,Magasin de vêtements pour femmes,MIM,"3,7",6,17,33,0,33,17
1668,Tailleur pour hommes,Les Nouveaux Ateliers,NA,NA,50,33,0,0,17
1669,Boutique d'accessoires de mode,Stockfamily,"3,7",6,50,16,17,17,0
1670,Shopping & mode,Mister Tee,"3,7",5,60,0,0,20,20
1671,Magasin de jouets,Espacekids,"3,7",5,60,20,0,0,20
1672,Boutique d'accessoires de mode,Klaoos,"3,7",5,60,20,0,0,20
1673,Shopping & mode,Merrell,"3,7",5,60,20,0,0,20
1674,Grand magasin,Ma peluche Panda,"3,7",3,67,33,0,0,0
1675,Magasin d'accessoires pour téléphones mobiles,Rcozzal,"3,7",3,67,0,33,0,0
1676,Boutique d'articles de mode,Melyana.fr,"3,7",3,67,0,0,33,0
1677,Magasin de vêtements pour enfants,Diapers and Milk,"3,7",2,50,50,0,0,0
1678,Shopping & mode,The Wonderful Socks,"3,7",2,50,50,0,0,0
1679,Shopping & mode,SOULEIADO,"3,7",2,50,0,0,0,50
1680,Marché de textile,Stacy et Manelle,"3,7",2,100,0,0,0,0
1681,Shopping & mode,arthca,"3,7",2,50,0,0,0,50
1682,Boutique de t-shirts personnalisés,Thorben Shop,"3,7",2,50,50,0,0,0
1683,Shopping & mode,Legging Sport,"3,7",2,50,50,0,0,0
1684,Magasin de fleurs séchées,Dryandmyrtille,"3,7",2,50,50,0,0,0
1685,Fabricant de montres,H-TECH®,"3,7",2,50,50,0,0,0
1686,Boutique de lingerie,Monplaisirprive,"3,7",2,100,0,0,0,0
1687,Boutique d'accessoires de mode,Cprachic,"3,7",2,50,50,0,0,0
1688,Shopping & mode,The Wonderful Socks,"3,7",2,50,50,0,0,0
1689,Shopping & mode,SOULEIADO,"3,7",2,50,0,0,0,50
1690,Magasin de vêtements pour enfants,Diapers and Milk,"3,7",2,50,50,0,0,0
1691,Shopping & mode,Coin des Bébés,"3,7",2,50,0,50,0,0
1692,Shopping & mode,Vikingshop,"3,7",2,50,50,0,0,0
1693,Bijouterie,Eclat Infini,"3,7",2,100,0,0,0,0
1694,Bijouterie,SIXTINE,"3,7",2,50,50,0,0,0
1695,Magasin de vêtements,HOLA CHICO!,"3,7",1,100,0,0,0,0
1696,Joaillier,Joaillerie Beloria,"3,7",1,100,0,0,0,0
1697,Magasin de vêtements,WARLDOR,"3,7",1,100,0,0,0,0
1698,Marché en ligne,Senskore,"3,7",1,100,0,0,0,0
1699,Association culturelle,Bergersdespierres Moselle,"3,7",1,100,0,0,0,0
1700,Magasin de vêtements,Le Bar à Chaussettes,"3,7",1,100,0,0,0,0
1701,Service de location,Khensoo,"3,7",1,100,0,0,0,0
1702,Bijouterie,Just Necklace,"3,7",1,100,0,0,0,0
1703,Service e-commerce,Place des salariés,"3,7",1,100,0,0,0,0
1704,Magasin de vêtements pour bébés,Happy Fuite,"3,7",1,100,0,0,0,0
1705,Magasin de vêtements,Mea,"3,7",1,100,0,0,0,0
1706,Boutique d'accessoires de mode,Gentleman-Shop.fr,"3,7",1,100,0,0,0,0
1707,Magasin de t-shirts,Deepsbiker,"3,7",1,100,0,0,0,0
1708,Magasin de vêtements de sport (activewear),Lumière Paris,"3,7",1,100,0,0,0,0
1709,Boutique d'accessoires de mode,Gorgones,"3,7",1,100,0,0,0,0
1710,Boutique d'articles de mode,Eio,"3,7",1,100,0,0,0,0
1711,Magasin de vêtements et d'articles de plein air,Bgraphic Pro,"3,7",1,100,0,0,0,0
1712,Shopping & mode,1001-Soldes.com,"3,7",1,100,0,0,0,0
1713,Shopping & mode,Cottonsociety,"3,7",1,100,0,0,0,0
1714,Marché en ligne,Freeivo,"3,7",1,100,0,0,0,0
1715,Magasin entrepôt,valiorient.com,"3,7",1,100,0,0,0,0
1716,Magasin d'articles spirituels,La Clé,"3,7",1,100,0,0,0,0
1717,Boutique d'accessoires de mode,Pouakec,"3,7",1,100,0,0,0,0
1718,Bar,Jenevents,"3,7",1,100,0,0,0,0
1719,Artisanat d'art,Leacoutureau,"3,7",1,100,0,0,0,0
1720,Bijouterie,Espritjoli,"3,7",1,100,0,0,0,0
1721,Shopping & mode,Plume Malice,"3,7",1,100,0,0,0,0
1722,Bijouterie fantaisie,Atelier Arcdiris,"3,7",1,100,0,0,0,0
1723,Service de remise en espèces,BackBackBack,"3,7",1,100,0,0,0,0
1724,Fabricant de bijoux,Grateful Moon,"3,7",1,100,0,0,0,0
1725,Magasin de vêtements,CHAMP BLANC,"3,7",1,100,0,0,0,0
1726,Magasin de vêtements pour femmes,Royal Medina,"3,7",1,100,0,0,0,0
1727,Bijouterie fantaisie,Liliexclusive,"3,7",1,100,0,0,0,0
1728,Magasin de puériculture,Superjour,"3,7",1,100,0,0,0,0
1729,Magasin de vêtements,Station PRN,"3,7",1,100,0,0,0,0
1730,Shopping & mode,Boylos,"3,7",1,100,0,0,0,0
1731,Bijouterie,Bijoux Meli Melow,"3,7",1,100,0,0,0,0
1732,Magasin de sacs et de valises,LES PETITS NOMADES,"3,7",1,100,0,0,0,0
1733,Magasin de sous-vêtements,Nuancedentelles,"3,7",1,100,0,0,0,0
1734,Bijouterie,Zalenda,"3,7",1,100,0,0,0,0
1735,Magasin de vêtements pour femmes,Les Filles d'Odile,"3,7",1,100,0,0,0,0
1736,Shopping & mode,La Boutique de Kroll,"3,7",1,100,0,0,0,0
1737,Boutique d'accessoires de mode,Beautyfulllab,"3,7",1,100,0,0,0,0
1738,Magasin de vêtements de sport,LeRondCentral.fr,"3,7",1,100,0,0,0,0
1739,Shopping & mode,Edmond Watches,"3,7",1,100,0,0,0,0
1740,Shopping & mode,Fun Geek,"3,7",1,100,0,0,0,0
1741,Magasin de vêtements,Reyaume,"3,7",1,100,0,0,0,0
1742,Shopping & mode,Charmandising,"3,7",1,100,0,0,0,0
1743,Boutique d'accessoires de mode,Myshopify,"3,7",1,100,0,0,0,0
1744,Magasin de t-shirts,TeeSmayle,"3,7",1,100,0,0,0,0
1745,Shopping & mode,G-Silver,"3,7",1,100,0,0,0,0
1746,Magasin de vêtements grandes tailles,Cent Silhouettes,"3,7",1,100,0,0,0,0
1747,Tailleur sur mesure,atelierioux.com,"3,7",1,100,0,0,0,0
1748,Shopping & mode,robaspeciale,"3,7",1,100,0,0,0,0
1749,Shopping & mode,Arod,"3,7",1,100,0,0,0,0
1750,Magasin de lunettes de soleil,toutebooks.com,"3,7",1,100,0,0,0,0
1751,Bijouterie,Njoelea,"3,7",1,100,0,0,0,0
1752,Shopping & mode,Ma Jolie Boite,"3,7",1,100,0,0,0,0
1753,Shopping & mode,Hopenlifepro,"3,7",1,100,0,0,0,0
1754,Shopping & mode,Frog Publicité,"3,7",1,100,0,0,0,0
1755,Shopping & mode,Maroquinerie Le Tilbury,"3,7",1,100,0,0,0,0
1756,Magasin de vêtements pour enfants,Arreguinhat,"3,7",1,100,0,0,0,0
1757,Shopping & mode,Egizielettrostore,"3,7",1,100,0,0,0,0
1758,Shopping & mode,Bally,"3,7",1,100,0,0,0,0
1759,Shopping & mode,Sabine Marq Antoine,"3,7",1,100,0,0,0,0
1760,Site de comparaison de prix,Mr Scandinave,"3,7",1,100,0,0,0,0
1761,Magasin de vêtements de sport (activewear),2th-ink,"3,7",1,100,0,0,0,0
1762,Service de coupons d'achat,Magipass,"3,7",1,100,0,0,0,0
1763,Horlogerie,Ikonik Watches,"3,7",1,100,0,0,0,0
1764,Exportateur de bijoux,Deathforlove,"3,7",1,100,0,0,0,0
1765,Boutique d'accessoires de mode,Le Bracelet Nato,"3,7",1,100,0,0,0,0
1766,Shopping & mode,Adg Studio,"3,7",1,100,0,0,0,0
1767,Shopping & mode,Chanti,"3,7",1,100,0,0,0,0
1768,Bijouterie,Adory Bijoux,"3,7",1,100,0,0,0,0
1769,Shopping & mode,Ze Mag,"3,7",1,100,0,0,0,0
1770,Magasin de vêtements pour femmes,Vertigineuse,"3,7",1,100,0,0,0,0
1771,Shopping & mode,mafashion robes,"3,7",1,100,0,0,0,0
1772,Boutique d'accessoires de mode,Gorgones,"3,7",1,100,0,0,0,0
1773,Shopping & mode,Cottonsociety,"3,7",1,100,0,0,0,0
1774,Boutique de lingerie,La box de Coralie,"3,7",1,100,0,0,0,0
1775,Boutique d'accessoires de mode,Kokoè des 3 villages,"3,7",1,100,0,0,0,0
1776,Magasin de maroquinerie,Maroquinerie Apollinaire,"3,7",1,100,0,0,0,0
1777,Magasin de vêtements,Lavoisier,"3,7",1,100,0,0,0,0
1778,Magasin de vêtements imprimés,Fifty Fiftee,"3,7",1,100,0,0,0,0
1779,Magasin de vêtements,À l'Ombre des Marques,"3,7",1,100,0,0,0,0
1780,Bijouterie,L'Atelier Emma&Chloé,"3,7",1,100,0,0,0,0
1781,Bijouterie fantaisie,Atelier Arcdiris,"3,7",1,100,0,0,0,0
1782,Boutique de robes,Hananeshop,"3,7",1,100,0,0,0,0
1783,Association culturelle,Bergersdespierres Moselle,"3,7",1,100,0,0,0,0
1784,Magasin de teinture,Hollydye,"3,7",1,100,0,0,0,0
1785,Shopping & mode,Plume Malice,"3,7",1,100,0,0,0,0
1786,Fabricant de vêtements de sport,Hector,"3,7",1,100,0,0,0,0
1787,Parfumerie,theshopofficiel.fr,"3,7",1,100,0,0,0,0
1788,Boutique de t-shirts personnalisés,Mon Fair Design,"3,7",1,100,0,0,0,0
1789,Service de remise en espèces,BackBackBack,"3,7",1,100,0,0,0,0
1790,Magasin d'articles d'occasion,Mymerch Luxury Recycle,"3,7",1,100,0,0,0,0
1791,Magasin de vêtements pour femmes,Les Fougueuses,"3,7",1,100,0,0,0,0
1792,Fabricant de bijoux,Gaïa & Luna,"3,7",1,100,0,0,0,0
1793,Fournisseur de textile,Be AP,"3,7",1,100,0,0,0,0
1794,Boutique de lingerie,La box de Coralie,"3,7",1,100,0,0,0,0
1795,Boutique d'accessoires de mode,Gorgones,"3,7",1,100,0,0,0,0
1796,Shopping & mode,Cottonsociety,"3,7",1,100,0,0,0,0
1797,Artisanat d'art,Leacoutureau,"3,7",1,100,0,0,0,0
1798,Boutique d'articles de mode,Caktuslab,"3,7",1,100,0,0,0,0
1799,Boutique d'accessoires de mode,Ezyabijoux,"3,7",1,100,0,0,0,0
1800,Shopping & mode,64,"3,7",1,100,0,0,0,0
1801,Magasin de lunettes de soleil,toutebooks.com,"3,7",1,100,0,0,0,0
1802,Bijouterie,Njoelea,"3,7",1,100,0,0,0,0
1803,Magasin de vêtements pour hommes,L'a-dress Toulon,"3,7",1,100,0,0,0,0
1804,Shopping & mode,Tranchée Militaire,"3,7",1,100,0,0,0,0
1805,Bijouterie,I BEADS,"3,7",1,100,0,0,0,0
1806,Shopping & mode,Corolle,"3,7",1,100,0,0,0,0
1807,Shopping & mode,Piaget,"3,7",1,100,0,0,0,0
1808,Magasin de puériculture,Bebecologique,"3,7",1,100,0,0,0,0
1809,Magasin de vêtements imprimés,Legaminet,"3,7",1,100,0,0,0,0
1810,Bijouterie,Or & façon,"3,7",1,100,0,0,0,0
1811,Bijouterie,Fait D'acier,"3,7",1,100,0,0,0,0
1812,Bijouterie,Nano Bijoux,"3,7",1,100,0,0,0,0
1813,Grand magasin,Geekerz,"3,7",1,100,0,0,0,0
1814,Shopping & mode,Palladium,"3,7",1,100,0,0,0,0
1815,Shopping & mode,Maroquinerie Le Tilbury,"3,7",1,100,0,0,0,0
1816,Shopping & mode,Customlegend,"3,7",1,100,0,0,0,0
1817,Shopping & mode,Ben & Fakto,"3,7",1,100,0,0,0,0
1818,Shopping & mode,Backsapes,"3,7",1,100,0,0,0,0
1819,Société de flocage,Papier Transfert,"3,7",1,100,0,0,0,0
1820,Magasin de vêtements grandes tailles,Cent Silhouettes,"3,7",1,100,0,0,0,0
1821,Boutique de lingerie,Les Dessous de Vénus,"3,7",1,100,0,0,0,0
1822,Shopping & mode,Hbr11,"3,7",1,100,0,0,0,0
1823,Shopping & mode,Styleco,"3,7",1,100,0,0,0,0
1824,Magasin de vêtements de sport (activewear),Dealeuses,"3,7",1,100,0,0,0,0
1825,Boutique d'accessoires de mode,Myshopify,"3,7",1,100,0,0,0,0
1826,Shopping & mode,Bottin,"3,7",1,100,0,0,0,0
1827,Shopping & mode,Rock Ange'Hell,"3,7",1,100,0,0,0,0
1828,Magasin de vêtements,Reyaume,"3,7",1,100,0,0,0,0
1829,Shopping & mode,Gokiburi,"3,7",1,100,0,0,0,0
1830,Magasin de vêtements pour femmes,Jolie Rozière,"3,7",1,100,0,0,0,0
1831,Shopping & mode,Bureau Tonic,"3,7",1,100,0,0,0,0
1832,Shopping & mode,ventes-vetements.fr,"3,7",1,100,0,0,0,0
1833,Magasin de vêtements pour bébés,Baby Doll,"3,7",1,100,0,0,0,0
1834,Artisanat,Thichoushop,"3,7",1,100,0,0,0,0
1835,Magasin de sous-vêtements,Bodyandco.com,"3,7",1,100,0,0,0,0
1836,Bijouterie,Gembid,"3,7",1,100,0,0,0,0
1837,Service de coupons d'achat,www.bitcoin2giftcard.com,"3,7",1,100,0,0,0,0
1838,Shopping & mode,Frog Publicité,"3,7",1,100,0,0,0,0
1839,Bijouterie fantaisie,Manaia - bijoux & bien être,"3,7",1,100,0,0,0,0
1840,Service de coupons d'achat,BOOST ARGENT,"3,7",1,100,0,0,0,0
1841,Shopping & mode,Taatoo,"3,7",1,100,0,0,0,0
1842,Magasin de vêtements pour bébés,"Marabout, bout d'ficelle","3,7",1,100,0,0,0,0
1843,Cordonnier,Clean My Sneakers,"3,7",1,100,0,0,0,0
1844,Magasin de lunettes de soleil,Tropicsun,"3,7",1,100,0,0,0,0
1845,Shopping & mode,Charmandising,"3,7",1,100,0,0,0,0
1846,Magasin de chaussures,Jordan Retro,"3,7",1,100,0,0,0,0
1847,Shopping & mode,robaspeciale,"3,7",1,100,0,0,0,0
1848,Shopping & mode,Ma Jolie Boite,"3,7",1,100,0,0,0,0
1849,Shopping & mode,Arod,"3,7",1,100,0,0,0,0
1850,Shopping & mode,64,"3,7",1,100,0,0,0,0
1851,Magasin de lunettes de soleil,toutebooks.com,"3,7",1,100,0,0,0,0
1852,Bijouterie,Njoelea,"3,7",1,100,0,0,0,0
1853,Magasin de vêtements pour hommes,L'a-dress Toulon,"3,7",1,100,0,0,0,0
1854,Shopping & mode,Tranchée Militaire,"3,7",1,100,0,0,0,0
1855,Bijouterie,I BEADS,"3,7",1,100,0,0,0,0
1856,Shopping & mode,Corolle,"3,7",1,100,0,0,0,0
1857,Shopping & mode,Piaget,"3,7",1,100,0,0,0,0
1858,Magasin de puériculture,Bebecologique,"3,7",1,100,0,0,0,0
1859,Magasin de vêtements imprimés,Legaminet,"3,7",1,100,0,0,0,0
1860,Magasin de cosmétiques,Filenia's beauty shop,"3,7",1,100,0,0,0,0
1861,Marché de textile,Sativy Shop,"3,7",1,100,0,0,0,0
1862,Boutique d'accessoires de mode,Les Nouvelles Maroquineries | Produits en Liège,"3,7",1,100,0,0,0,0
1863,Magasin de vêtements de sport (activewear),2th-ink,"3,7",1,100,0,0,0,0
1864,Magasin de puériculture,Ilobebe,"3,7",1,100,0,0,0,0
1865,Shopping & mode,Jakeharry,"3,7",1,100,0,0,0,0
1866,Bijouterie,L'Atelier Emma&Chloé,"3,7",1,100,0,0,0,0
1867,Service de retouche de vêtements,Cousu Green,"3,7",1,100,0,0,0,0
1868,Bijouterie,Espritjoli,"3,7",1,100,0,0,0,0
1869,Shopping & mode,Plume Malice,"3,7",1,100,0,0,0,0
1870,Bijouterie fantaisie,Atelier Arcdiris,"3,7",1,100,0,0,0,0
1871,Service de remise en espèces,BackBackBack,"3,7",1,100,0,0,0,0
1872,Fabricant de bijoux,Grateful Moon,"3,7",1,100,0,0,0,0
1873,Magasin de vêtements,CHAMP BLANC,"3,7",1,100,0,0,0,0
1874,Magasin de vêtements pour femmes,Royal Medina,"3,7",1,100,0,0,0,0
1875,Bijouterie fantaisie,Liliexclusive,"3,7",1,100,0,0,0,0
1876,Magasin de puériculture,Superjour,"3,7",1,100,0,0,0,0
1877,Magasin de vêtements,Station PRN,"3,7",1,100,0,0,0,0
1878,Shopping & mode,Boylos,"3,7",1,100,0,0,0,0
1879,Bijouterie,Bijoux Meli Melow,"3,7",1,100,0,0,0,0
1880,Magasin de vêtements pour femmes,lesfashiongirls.com,"3,7",1,100,0,0,0,0
1881,Bijouterie,Ceylea,"3,7",1,100,0,0,0,0
1882,Bijouterie,Or & façon,"3,7",1,100,0,0,0,0
1883,Artisanat,Thichoushop,"3,7",1,100,0,0,0,0
1884,Bijouterie,Nano Bijoux,"3,7",1,100,0,0,0,0
1885,Shopping & mode,ventes-vetements.fr,"3,7",1,100,0,0,0,0
1886,Bijouterie,Gembid,"3,7",1,100,0,0,0,0
1887,Shopping & mode,Recital Lingerie,"3,7",1,100,0,0,0,0
1888,Bijouterie,Bijoux Ambre,"3,7",1,100,0,0,0,0
1889,Shopping & mode,Jakeharry,"3,7",1,100,0,0,0,0
1890,Magasin de puériculture,Ilobebe,"3,7",1,100,0,0,0,0
1891,Parfumerie,theshopofficiel.fr,"3,7",1,100,0,0,0,0
1892,Boutique de robes,Hananeshop,"3,7",1,100,0,0,0,0
1893,Site de comparaison de prix,MonPetitForfait,"3,7",1,100,0,0,0,0
1894,Magasin de vélos,Alltricks,"3,7",1,100,0,0,0,0
1895,Magasin de perruques,PERRUQUE AVENUE,"3,7",1,100,0,0,0,0
1896,Bijouterie fantaisie,Lestissagesdecamille,"3,7",1,100,0,0,0,0
1897,Boutique d'accessoires de mode,Thalie Paris,"3,7",1,100,0,0,0,0
1898,Bijouterie,Cherrygoddess,"3,7",1,100,0,0,0,0
1899,Magasin de streetwear,IPM CONCIERGERIE,"3,7",1,100,0,0,0,0
1900,Fournisseur de textile,Soxholm,"3,7",1,100,0,0,0,0
1901,Magasin de sex-toy,Désir Palace,"3,7",1,100,0,0,0,0
1902,Bijouterie,isisrouen.com,"3,7",1,100,0,0,0,0
1903,Boutique d'accessoires de mode,Poëma,"3,7",1,100,0,0,0,0
1904,Magasin de streetwear,12lunes,"3,7",1,100,0,0,0,0
1905,Magasin de vêtements,La Modeuse.com,"3,6",517,64,8,3,5,20
1906,Bijouterie,Tarawa Piercings,"3,6",276,63,15,9,7,6
1907,Shopping & mode,Fitlegg,"3,6",174,48,16,10,6,20
1908,Magasin de vêtements pour hommes,Circle Shop,"3,6",137,36,<1,0,0,63
1909,Magasin de chaussures,Basalt,"3,6",108,57,6,<1,5,31
1910,Boutique d'accessoires de mode,Le Cartel,"3,6",74,50,13,3,0,34
1911,Opticien,Acuitis,"3,6",69,55,9,6,7,23
1912,Shopping & mode,maxibonnet.fr,"3,6",57,72,5,0,2,21
1913,Magasin de vêtements et d'articles de plein air,Bearco,"3,6",45,69,7,0,4,20
1914,Service de réparation de montres,partsforwatch.com,"3,6",40,50,10,5,2,33
1915,Magasin de vêtements d'hiver,Cocoonaid,"3,6",34,56,6,9,3,26
1916,Shopping & mode,Frenchement,"3,6",30,80,3,7,0,10
1917,Shopping & mode,Lafemmemoderne,"3,6",23,61,13,0,4,22
1918,Boutique de lingerie,Coquine Shopping,"3,6",22,63,5,18,0,14
1919,Magasin de vêtements,BonneGueule,"3,6",22,54,5,9,14,18
1920,Boutique de sacs à main,Sac de Voyage,"3,6",19,79,0,0,0,21
1921,Joaillier,Mauboussin,"3,6",18,78,5,6,0,11
1922,Magasin de vêtements de sport (activewear),Marielouise Paris,"3,6",17,53,12,6,0,29
1923,Magasin de vêtements de sport (activewear),Workoutiger,"3,6",14,64,0,14,22,0
1924,Magasin de vêtements,NODA,"3,6",11,73,0,0,9,18
1925,Bijouterie fantaisie,Canopeelille,"3,6",11,73,0,0,0,27
1926,Boutique d'accessoires de mode,Frenchaussette,"3,6",10,80,0,0,20,0
1927,Magasin de streetwear,Lupop,"3,6",9,56,11,0,22,11
1928,Boutique de t-shirts personnalisés,Vive La Mode,"3,6",7,57,14,0,0,29
1929,Site de comparaison de prix,Mezabo,"3,6",6,83,0,0,17,0
1930,Shopping & mode,Milpau,"3,6",5,60,20,0,0,20
1931,Boutique d'accessoires de mode,Ladycorner,"3,6",5,80,0,0,0,20
1932,Shopping & mode,Mavogue,"3,6",4,75,0,0,0,25
1933,Magasin de vêtements,colibrisshop.com,"3,6",4,50,25,0,0,25
1934,Shopping & mode,YOS,"3,6",3,33,33,0,34,0
1935,Shopping & mode,baliwood shop,"3,6",3,33,33,34,0,0
1936,Magasin de sacs et de valises,Woomen,"3,6",3,33,0,0,33,34
1937,Magasin de chaussures,Lorenzy,"3,6",3,67,0,0,0,33
1938,Magasin de vêtements pour femmes,Boutique Des Tendances,"3,6",2,0,100,0,0,0
1939,Shopping & mode,RG512,"3,6",2,0,100,0,0,0
1940,Boutique de lingerie,Amour'elle-Lingerie,"3,6",2,50,50,0,0,0
1941,Shopping & mode,Labonal,"3,6",2,50,50,0,0,0
1942,Service de coupons d'achat,Mes Bons,"3,6",2,0,100,0,0,0
1943,Shopping & mode,Chouchourouge,"3,6",1,0,100,0,0,0
1944,Boutique d'objets religieux,Lumiterique.com la boutique ésotérique en ligne,"3,6",1,0,100,0,0,0
1945,Shopping & mode,Bebecash Paris,"3,6",1,0,100,0,0,0
1946,Magasin de vêtements pour femmes,Robedesoireelongue,"3,6",1,0,100,0,0,0
1947,Shopping & mode,Stylodesoin,"3,6",1,0,100,0,0,0
1948,Fabricant de bijoux,Lejolistrap,"3,6",1,0,100,0,0,0
1949,Boutique d'accessoires de mode,Blue Lemon Paris,"3,6",1,0,100,0,0,0
1950,Shopping & mode,The Fab Shoes,"3,6",1,0,100,0,0,0
1951,Magasin de vêtements pour femmes,bohemelegacy.com,"3,6",1,0,100,0,0,0
1952,Magasin de sous-vêtements,Centpourcentdiscount,"3,6",1,0,100,0,0,0
1953,Bijouterie fantaisie,Hey Girls shop,"3,6",1,0,100,0,0,0
1954,Magasin de vêtements d'hiver,Moon Plaid,"3,6",1,0,100,0,0,0
1955,Marché en ligne,Shopee France,"3,6",1,0,100,0,0,0
1956,Magasin de vêtements,R-Style,"3,6",1,0,100,0,0,0
1957,Shopping & mode,Edisac,"3,5",575,60,6,5,6,23
1958,Boutique d'accessoires de mode,Mood,"3,5",372,71,14,5,3,7
1959,Shopping & mode,Futurxwear,"3,5",272,55,17,1,2,25
1960,Bijoutier,Diamanta,"3,5",133,59,4,5,3,29
1961,Shopping & mode,Tendance Chaussures,"3,5",78,54,4,3,5,34
1962,Bijouterie fantaisie,Odin's Hall,"3,5",57,60,4,5,5,26
1963,Magasin de vêtements,monsieurtshirt.com,"3,5",42,57,12,2,7,22
1964,Magasin d'impressions et de signalisation,Etiquettes Ikast,"3,5",35,48,20,3,6,23
1965,Fabricant de lingerie,Pantys,"3,5",19,63,5,0,11,21
1966,Fournisseur de cosmétiques et de parfums,Abs France,"3,5",18,39,39,5,0,17
1967,Shopping & mode,acesneakerz.com,"3,5",17,23,12,0,0,65
1968,Boutique de produits de nutrition sportive,Powafit,"3,5",10,60,0,10,0,30
1969,Horlogerie,VALMANO,"3,5",9,34,22,0,22,22
1970,Magasin de streetwear,Arcour,"3,5",8,50,12,13,0,25
1971,Boutique d'accessoires de mode,Chikara Shops,"3,5",7,57,0,14,0,29
1972,Bijouterie,fantaizi™️,"3,5",6,66,17,0,0,17
1973,Shopping & mode,bijouxmode-grossiste,"3,5",6,16,17,0,17,50
1974,Shopping & mode,Bapteme,"3,5",6,17,33,0,0,50
1975,Magasin de chaussures,CHEMTOV,"3,5",5,40,0,0,0,60
1976,Bijouterie,Joailier,"3,5",4,50,0,0,0,50
1977,Magasin de vêtements pour femmes,Les Poupées de Soie,"3,5",4,75,0,0,0,25
1978,Boutique d'accessoires de mode,Helide,"3,5",4,75,0,0,0,25
1979,Shopping & mode,My Little Chain,"3,5",3,67,0,0,33,0
1980,Shopping & mode,Style Fashion,"3,5",2,50,0,0,0,50
1981,Shopping & mode,vit,NA,0,0,0,0,0,0
1982,Shopping & mode,Stylistpick,NA,0,0,0,0,0,0
1983,Shopping & mode,CoupDeVente,NA,0,0,0,0,0,0
1984,Magasin de vêtements pour femmes,Sublim-Avenue,NA,0,0,0,0,0,0
1985,Boutique d'accessoires de mode,Timeforlux,NA,0,0,0,0,0,0
1986,Magasin de streetwear,Sneakers n'art,NA,0,0,0,0,0,0
1987,Shopping & mode,Vetements Online,NA,0,0,0,0,0,0
1988,Magasin de vêtements pour femmes,Cabamod,NA,0,0,0,0,0,0
1989,Shopping & mode,Tommy Sport,NA,0,0,0,0,0,0
1990,Magasin de vêtements pour femmes,Snboutik,NA,0,0,0,0,0,0
1991,Magasin de vêtements pour femmes,Sexyhop,NA,0,0,0,0,0,0
1992,Shopping & mode,tadupif.fr,NA,0,0,0,0,0,0
1993,Magasin de sacs et de valises,Forum Des-sacs,NA,0,0,0,0,0,0
1994,Magasin de sous-vêtements,La Belle Paire,NA,0,0,0,0,0,0
1995,Shopping & mode,Ilya2too,NA,0,0,0,0,0,0
1996,Shopping & mode,UNJOURUNETENUE,NA,0,0,0,0,0,0
1997,Magasin de vêtements,Snipr Store,NA,0,0,0,0,0,0
1998,Shopping & mode,Vesticheap,NA,0,0,0,0,0,0
1999,Shopping & mode,Ronde des Bijoux,NA,0,0,0,0,0,0
2000,Shopping & mode,Paris-Stock-com,NA,0,0,0,0,0,0
2001,Boutique de lingerie,Charlott' lingerie,NA,0,0,0,0,0,0
2002,Shopping & mode,Paduweb,NA,0,0,0,0,0,0
2003,Magasin de vêtements pour femmes,7ici,NA,0,0,0,0,0,0
2004,Magasin de vêtements pour femmes,Fashion Mode 45,NA,0,0,0,0,0,0
2005,Shopping & mode,PTITOUISTITI,NA,0,0,0,0,0,0
2006,Marché en ligne,NYMOC,NA,0,0,0,0,0,0
2007,Shopping & mode,PETER Environment,NA,0,0,0,0,0,0
2008,Magasin de chaussures,Evidence Chaussures,NA,0,0,0,0,0,0
2009,Shopping & mode,Crazy Bonnet,NA,0,0,0,0,0,0
2010,Shopping & mode,pasunemarqueparis.com,NA,0,0,0,0,0,0
