,Category,Name,Rating,Number of reviews,5 stars,4 stars,3 stars,2 stars,1 star
359,Caviste,Mespetitsvignerons,"4,5",33,91,3,3,3,0
360,Magasin de produits de beauté,Lamaisonjahazi,"4,5",30,74,23,3,0,0
361,Magasin de cannabis,Labeuhtique,"4,5",30,91,3,0,3,3
362,Service e-commerce,MY FARM BASE,"4,5",28,85,7,4,0,4
363,Magasin de thé,Ma Tassedethe,"4,5",27,85,7,8,0,0
364,Fabricant d'assaisonnements alimentaires,Artisansdusel,"4,5",26,92,4,0,0,4
365,Service e-commerce,ÔCabas,"4,5",25,92,4,0,0,4
366,"Aliments, boissons & tabac",FrenchKiff,"4,5",25,92,4,0,0,4
367,Magasin de vins et spiritueux,Lacaveconfidentielle,"4,5",24,96,4,0,0,0
368,Magasin de cannabis,French Swiss Hemp,"4,5",21,100,0,0,0,0
369,Magasin de vins et spiritueux,We Love Bubbles,"4,5",21,95,0,0,0,5
370,Société d'import-export,Comores En Ligne,"4,5",20,90,10,0,0,0
371,Cave à vins,Valley Bio,"4,5",19,100,0,0,0,0
372,Service de commande de repas en ligne,Fredbox,"4,5",18,83,11,6,0,0
373,Épicerie fine,Lidealist,"4,5",18,100,0,0,0,0
374,Boutique de santé et beauté,Agence CBD,"4,5",18,89,11,0,0,0
375,Magasin bio,Les petits pois,"4,5",17,100,0,0,0,0
376,Livraison de repas à domicile,S'il vous plaît,"4,5",17,100,0,0,0,0
377,Épicerie fine,Sartha,"4,5",17,100,0,0,0,0
378,Magasin de vaporiseurs,Revoluvape,"4,5",16,100,0,0,0,0
379,"Aliments, boissons & tabac",SEINE VALLEE,"4,5",15,100,0,0,0,0
380,"Aliments, boissons & tabac",SEINE VALLEE,"4,5",15,100,0,0,0,0
381,Cave à vins,Le Vin côté Femmes,"4,5",15,100,0,0,0,0
382,Épicerie japonaise,Minami Shop,"4,5",15,100,0,0,0,0
383,Magasin de cannabis,BORALIA - CBD & BIEN-ÊTRE,"4,5",14,100,0,0,0,0
384,Épicerie,Tomato & Co,"4,5",14,93,7,0,0,0
385,Magasin de matériel de cuisine,Pampered Chef France,"4,5",14,100,0,0,0,0
386,Fleuriste,Bunny Cbd,"4,5",14,100,0,0,0,0
387,Magasin de cigarettes électroniques,Inspire Vapestore,"4,5",14,79,14,0,0,7
388,Fournisseur d'excursions culturelles,Paris Wine Day Tours,"4,5",13,100,0,0,0,0
389,Épicerie japonaise,Le Marché Japonais,"4,5",13,92,8,0,0,0
390,Artisan chocolatier,Laurmar Nougats,"4,5",13,100,0,0,0,0
391,Boucherie-charcuterie,Coopcorico,"4,4",4486,71,18,6,3,2
392,"Aliments, boissons & tabac",VinatisDE,"4,4",1807,74,10,5,4,7
393,Magasin bio,Paniergaia,"4,4",568,71,18,5,3,3
394,Plateforme de collaboration en ligne,Cavacave,"4,4",135,73,13,2,3,9
395,Caviste,Heritage Whisky,"4,4",133,78,12,0,2,8
396,Boutique de café,Finecoffeeclub,"4,4",126,41,30,14,8,7
397,Magasin de cigarettes électroniques,Cigaretteelec,"4,4",125,82,3,2,2,11
398,Pâtisserie,Foucade!,"4,4",45,80,9,4,5,2
399,Fabricant d'huile d'olive,L Huile.fr,"4,4",38,84,5,3,3,5
400,Magasin de cannabis,Green Distrikt,"4,4",34,94,3,0,0,3
401,Primeur,MPrimLivraison,"4,4",27,74,22,0,4,0
402,Magasin de cannabis,Hempfire,"4,4",27,88,4,4,0,4
403,Fournisseur de paniers-repas,Tolya,"4,4",25,88,8,0,4,0
404,Magasin de cigarettes électroniques,Taffe-elec,"4,4",24,75,8,4,0,13
405,Magasin de vins et spiritueux,La Boite à Canons,"4,4",22,86,9,0,0,5
406,Boutique de produits diététiques,MinciDélice Italia,"4,4",22,77,14,9,0,0
407,"Aliments, boissons & tabac",ddwine.fr,"4,4",21,81,14,5,0,0
408,Magasin de fruits secs,Fruits Secs du Web,"4,4",21,57,5,0,5,33
409,Programme de bien-être,Sainpleat,"4,4",19,74,26,0,0,0
410,Torréfacteurs,CAFEOGRAPHE,"4,4",16,94,6,0,0,0
411,Marché alimentaire,Drivedescampagnes,"4,4",15,86,7,7,0,0
412,Magasin de cannabis,ACBD SHOP,"4,4",15,86,7,7,0,0
413,Magasin de cigarettes électroniques,vapo-shop.fr,"4,4",15,87,13,0,0,0
414,Magasin bio,Cbiendose,"4,4",14,86,14,0,0,0
415,Caviste,La Dame Bleue vins bio,"4,4",13,85,15,0,0,0
416,Épicerie fine,Organic Gourmet,"4,4",13,100,0,0,0,0
417,Fabricant de produits alimentaires,Updatefoods,"4,4",12,92,8,0,0,0
418,Caviste,jecreemacave.com,"4,4",12,100,0,0,0,0
419,Packaging d'aliments de base,Svpernova,"4,4",12,100,0,0,0,0
420,Service de traiteur,L’âme culinaire,"4,4",12,92,8,0,0,0
421,Producteur d'eau minérale,Eau Alvina,"4,4",12,92,8,0,0,0
422,Magasin de cookies,Sundayroutine,"4,4",12,92,8,0,0,0
423,Livraison de repas à domicile,Bien Bon et Beau,"4,4",11,100,0,0,0,0
424,Magasin de cannabis,Mybud Shop,"4,4",11,100,0,0,0,0
425,Magasin d'alimentation animale,Ô Babines,"4,4",10,100,0,0,0,0
426,Magasin d'alcool,Private Whisky Society,"4,4",10,100,0,0,0,0
427,Magasin de cigarettes électroniques,au-vapoteur.com,"4,4",10,100,0,0,0,0
428,Exploitation viticole,Champagne Philippe DECHELLE,"4,4",10,90,10,0,0,0
429,Magasin d'électroménager,Abribat,"4,3",717,70,15,4,3,8
430,"Aliments, boissons & tabac",Le Site de Vente du Guide Hachette des Vins,"4,3",155,60,27,5,5,3
431,Magasin de vaporiseurs,Nicovip,"4,3",142,74,6,1,2,17
432,Service de commande de repas en ligne,Le Comptoir,"4,3",118,77,8,6,3,6
433,Poissonnerie,poiscaille.fr,"4,3",106,84,4,<1,<1,10
434,Service de livraison des courses,JOW,"4,3",94,65,20,1,2,12
435,"Aliments, boissons & tabac",Flexforte,"4,3",65,25,18,15,14,28
436,Régie publicitaire,Allocakes,"4,3",63,73,11,5,3,8
437,Caviste,vandb.fr,"4,3",30,84,10,3,0,3
438,Livraison de repas à domicile,Fly Me to the Food,"4,3",26,88,0,8,0,4
439,Épicerie,The Dopestore,"4,3",25,80,12,4,4,0
440,Agriculteur,HEMPLR CBD,"4,3",24,80,8,0,4,8
441,Épicerie fine,Saveursdesterroirs.net,"4,3",24,67,25,8,0,0
442,Magasin de cannabis,La Verte Shop,"4,3",24,84,8,8,0,0
443,Cave à vins,Cave des Vignerons de Tavel & Lirac,"4,3",23,83,4,4,4,5
444,Boutique de santé et beauté,Monchanvre.fr : la marketplace du chanvre français,"4,3",23,83,9,4,0,4
445,Marché de produits frais,La Consignerie,"4,3",22,82,14,0,0,4
446,Service de livraison des courses,SiFrais.fr,"4,3",22,91,4,0,0,5
447,Magasin de vins et spiritueux,World Grands Crus,"4,3",18,89,5,0,6,0
448,Épicerie,mon épicerie low carb,"4,3",17,94,0,0,0,6
449,Magasin de thé,Mygoodtea,"4,3",17,94,0,0,0,6
450,Boutique de boissons non alcoolisées,Ragnarök Energy Drink,"4,3",16,69,31,0,0,0
451,Programme de bien-être,ELODIE BEAUCENT,"4,3",15,66,27,0,7,0
452,Entreprise de cosmétique,Joli Thym,"4,3",14,93,0,0,0,7
453,Caviste,Prestigemillesimes,"4,3",14,72,14,0,7,7
454,Boutique de produits de nutrition sportive,l'hexagone,"4,3",14,93,0,7,0,0
455,Caviste,Auvermalt,"4,3",14,86,7,7,0,0
456,Magasin de cigarettes électroniques,SAS e-liquidz,"4,3",14,72,14,0,0,14
457,"Aliments, boissons & tabac",Abeillestore,"4,3",12,84,8,8,0,0
458,Magasin de cigarettes électroniques,Libertyclop,"4,3",12,83,17,0,0,0
459,Magasin de narguilés,Révolution Chicha,"4,3",12,83,17,0,0,0
460,Magasin de poteries,Shôbi,"4,3",12,92,0,8,0,0
461,Boutique de santé et beauté,2012labo,"4,3",11,91,9,0,0,0
462,Caviste,champfrance.fr,"4,3",11,100,0,0,0,0
463,Caviste,Levindecheznous,"4,3",10,100,0,0,0,0
464,Agriculteur,Cap Spiruline,"4,3",10,90,10,0,0,0
465,Magasin de cigarettes électroniques,Vapote Market,"4,3",10,90,10,0,0,0
466,Magasin d'épices,MesEpices.com,"4,3",10,90,0,10,0,0
467,Magasin bio,"Active CBD, Le meilleur du cannabis légal","4,3",10,90,10,0,0,0
468,Caviste,Pure taste France,"4,3",10,100,0,0,0,0
469,Magasin de cannabis,CBD ROOM,"4,3",9,100,0,0,0,0
470,Magasin de vins et spiritueux,Wyno,"4,3",9,100,0,0,0,0
471,Magasin de cannabis,WeedyWood,"4,3",9,100,0,0,0,0
472,Magasin de cannabis,Greenhouse Shop,"4,3",9,100,0,0,0,0
473,Salon de thé,Le Rose Thé,"4,3",9,100,0,0,0,0
474,Magasin de design et de décor intérieur,Mur Exotique,"4,3",9,100,0,0,0,0
475,Zone industrielle,EXAPRO - Second hand industrial machines,"4,3",9,100,0,0,0,0
476,Magasin d'ameublement et de décoration,Bella Home - Homeware,"4,3",9,100,0,0,0,0
477,Service de commande de repas en ligne,Natural'sace,"4,3",9,100,0,0,0,0
478,Supermarché,Alsastore,"4,3",9,89,11,0,0,0
479,Primeur,Gosselin Primeurs - Livraison fruits & légumes Paris,"4,3",9,100,0,0,0,0
480,Magasin de cannabis,Aromextrem,"4,3",9,100,0,0,0,0
481,Magasin de cannabis,Destock CBD,"4,3",9,89,11,0,0,0
482,Service de traiteur,Chef Dégustation - Chef à domicile,"4,3",9,89,11,0,0,0
483,Boutique d'herbes médicinales,Kild,"4,3",8,100,0,0,0,0
484,Caviste,Labotella,"4,3",8,100,0,0,0,0
485,Magasin de cannabis,Magic Cbd,"4,3",8,100,0,0,0,0
486,Caviste,Vinchezmoi,"4,3",8,87,13,0,0,0
487,Producteur de produits alimentaires,La Plantation,"4,3",8,100,0,0,0,0
488,Fabricant d'alcool,Soleia Nice,"4,3",8,100,0,0,0,0
489,Magasin d'alimentation naturelle,Ladatchadekatia,"4,3",8,100,0,0,0,0
490,Service de traiteur,Chef coste - Chef privé à domicile,"4,3",8,100,0,0,0,0
491,Cave à vins,Des Racines au Verre,"4,3",8,100,0,0,0,0
492,Cours de cuisine,Spadella,"4,3",8,100,0,0,0,0
493,Marchand de thé,L'Esprit de Lia,"4,3",8,100,0,0,0,0
494,Boutique d'accessoires de mode,Hédison,"4,3",8,100,0,0,0,0
495,Boutique de boissons non alcoolisées,Dizane - Tisane à diluer,"4,3",8,100,0,0,0,0
496,Torréfacteurs,Grain D'Infusion,"4,3",8,100,0,0,0,0
497,Traiteur,Herve Hayraud,"4,3",7,100,0,0,0,0
498,Épicerie fine,Tsaravintagna,"4,3",7,100,0,0,0,0
499,"Aliments, boissons & tabac",Le Terroir de Georges,"4,3",7,100,0,0,0,0
500,Magasin de cannabis,CBD La Marie Juana - Livraison Express CBD Paris,"4,3",7,100,0,0,0,0
501,Caviste,Les vinotonautes,"4,3",7,100,0,0,0,0
502,"Aliments, boissons & tabac",BRAZILINI,"4,3",7,100,0,0,0,0
503,Magasin bio,Nouvojour,"4,3",7,100,0,0,0,0
504,Service de livraison,Yper,"4,2",435,75,6,2,1,16
505,Fabrication d'aliments,Foodspring,"4,2",221,81,6,2,1,10
506,Caviste,Millesima,"4,2",209,59,26,7,3,5
507,"Aliments, boissons & tabac",Weedy,"4,2",105,50,15,5,7,23
508,"Aliments, boissons & tabac",hlfboutique.com,"4,2",102,67,17,6,6,4
509,Caviste,mycaviste,"4,2",89,72,11,8,4,5
510,Caviste,Chineur du Vin,"4,2",61,49,35,13,3,0
511,Ferme d'élevage,Micronutris,"4,2",46,63,18,13,2,4
512,Fournisseur de produits laitiers,Panierdesalpes,"4,2",33,73,12,0,0,15
513,Boutique de produits diététiques,Kriss-Laure Europe,"4,2",32,72,13,6,0,9
514,Coopérative agricole,Cannacie,"4,2",31,84,6,7,0,3
515,Brasserie de saké,Wakaze Sake,"4,2",31,78,3,6,3,10
516,Magasin d'articles de barbecue,Barbecue M.FOG,"4,2",20,70,20,5,5,0
517,Caviste,Vins et Champagne,"4,2",20,65,20,0,0,15
518,Magasin de cannabis,Cône.,"4,2",20,90,0,0,0,10
519,Grossiste en vins,Le Petit Baroudeur,"4,2",19,74,10,11,5,0
520,Magasin de cigarettes électroniques,Airnsmart,"4,2",18,89,5,6,0,0
521,Caviste,LesVignoblesEdonis,"4,2",17,82,12,0,0,6
522,"Aliments, boissons & tabac",Gourmet Spiruline,"4,2",16,62,19,19,0,0
523,Magasin de cigarettes électroniques,Smok Eure - Spécialiste de la vape !,"4,2",16,94,0,6,0,0
524,Magasin de cannabis,Canabia,"4,2",16,94,0,0,0,6
525,Livraison de repas à domicile,Superchef,"4,2",15,93,0,0,0,7
526,Magasin d'alimentation bio,Tesãi,"4,2",14,79,14,0,0,7
527,"Aliments, boissons & tabac",CBD Shop France,NA,NA,92,0,0,0,8
528,Épicerie fine,Yogitarienne,"4,2",12,92,0,0,0,8
529,Magasin de cigarettes électroniques,Liquideo Station,"4,2",12,75,8,17,0,0
530,"Aliments, boissons & tabac",Myhubert,"4,2",11,82,9,0,9,0
531,"Aliments, boissons & tabac",Akazafwi,"4,2",9,89,11,0,0,0
532,Magasin bio,Effet mère,"4,2",9,100,0,0,0,0
533,Épicerie,Epicerie Pro,"4,2",8,87,0,0,0,13
534,Magasin de cannabis,Médoc Alternative - CBD Shop,"4,2",7,100,0,0,0,0
535,Fournisseur de produits alimentaires,Youpeas,"4,2",7,57,43,0,0,0
536,Magasin de cannabis,Kanaweed,"4,2",7,100,0,0,0,0
537,Magasin d'alimentation naturelle,Neptune Elements,"4,2",7,86,14,0,0,0
538,Magasin d'épices,Andriana Arts'delices,"4,2",7,86,14,0,0,0
539,Brasserie,Boutique Chope Ta Bière.fr,"4,2",6,100,0,0,0,0
540,Boutique de figurines,Mangahills,"4,2",6,100,0,0,0,0
541,Fournisseur d'huîtres,À la Bonne Huître,"4,2",6,100,0,0,0,0
542,Magasin d'alimentation bio,L'ÉPICERIE FINE,"4,2",6,100,0,0,0,0
543,Fontaine à eau potable,Grinsid Bottles,"4,2",6,83,17,0,0,0
544,Bar à vin,Le Décanté,"4,2",6,100,0,0,0,0
545,Magasin de matériel de cuisine,Bredele,"4,2",6,100,0,0,0,0
546,Magasin de cannabis,Theslothclub,"4,2",6,100,0,0,0,0
547,Brasserie,Boutique Chope Ta Bière.fr,"4,2",6,100,0,0,0,0
548,Magasin de vins et spiritueux,Cazemajouvinsetspiritueux,"4,2",6,100,0,0,0,0
549,Magasin de cannabis,La Cbd Du Loup,"4,2",6,100,0,0,0,0
550,Magasin de cigarettes électroniques,Hexovape,"4,2",6,100,0,0,0,0
551,"Aliments, boissons & tabac",BarbeChic,"4,1",239,60,20,8,4,8
552,Magasin d'alcool,Drinks&Co FR,"4,1",213,65,12,5,3,15
553,Vignoble,Château de l'Aumérade,"4,1",101,70,28,<1,0,<1
554,Épicerie fine,Cook Shop,"4,1",86,93,1,0,0,6
555,Caviste,Vino Iberico,"4,1",43,86,12,0,2,0
556,Épicerie fine,Pépite - La Box Apéritive,"4,1",35,71,17,3,3,6
557,"Aliments, boissons & tabac",Alex Herbalife,"4,1",32,69,12,13,0,6
558,Cave à vins,VINBOX.FR,"4,1",26,61,19,4,4,12
559,Distributeur de produits de beauté,Soin de Toi,"4,1",26,85,11,0,0,4
560,Primeur,Pikfruit,"4,1",22,95,5,0,0,0
561,Magasin de cannabis,Le CBD Français,"4,1",20,70,15,10,0,5
562,Magasin de vitamines et compléments alimentaires,Shop Nature,"4,1",16,81,13,0,0,6
563,Fournisseur de machine à café,Au Paradis Du Cafe,"4,1",15,87,0,0,0,13
564,Magasin de cannabis,CBD Paradise,"4,1",15,86,7,0,0,7
565,"Aliments, boissons & tabac",Clacdesdoigts,"4,1",14,50,21,0,7,22
566,Distributeur de boissons,vinduo,"4,1",12,92,0,0,0,8
567,Fabricant d'alcool,Maison Damour,"4,1",12,75,17,0,0,8
568,Magasin de produits gourmets,Lecoqgourmet,"4,1",12,84,8,8,0,0
569,Magasin d'alcool,LCMB.fr,"4,1",12,92,0,0,8,0
570,Magasin d'alimentation bio,L’intendance,"4,1",11,82,0,9,0,9
571,Grossiste,StoqueMarket,"4,1",10,80,10,0,0,10
572,Brasserie,Bierophile.com,"4,1",8,75,25,0,0,0
573,Miellerie,MaMiellerie.com,"4,1",8,75,12,13,0,0
574,Restaurant coréen,HARU HARU,"4,1",7,86,0,0,14,0
575,Boutique de café,MaDistribution.fr,"4,1",7,86,14,0,0,0
576,Fabricant de produits alimentaires,Camel Idee,"4,1",6,100,0,0,0,0
577,Caviste,Bibfresh,"4,1",6,67,33,0,0,0
578,Épicerie fine,18h15,"4,1",6,83,0,17,0,0
579,"Aliments, boissons & tabac",bioterroir,"4,1",5,100,0,0,0,0
580,Magasin de cigarettes électroniques,Vap Store,"4,1",5,100,0,0,0,0
581,Fournisseur de bières,Cocomiette,"4,1",5,100,0,0,0,0
582,Transformation des fruits et légumes,Bokedad,"4,1",5,100,0,0,0,0
583,Boutique de boissons non alcoolisées,TARRHAMANN,"4,1",5,100,0,0,0,0
584,Fabricant d'alcool,C'Rhum,"4,1",5,100,0,0,0,0
585,Brasserie,Klaxx Brewing,"4,1",5,100,0,0,0,0
586,"Aliments, boissons & tabac",Vape E-cigarette,"4,1",5,100,0,0,0,0
587,"Aliments, boissons & tabac",bioterroir,"4,1",5,100,0,0,0,0
588,Magasin de produits de la ferme,Qeiros,"4,1",5,100,0,0,0,0
589,Grossiste de produits,Famillevacher,"4,1",5,100,0,0,0,0
590,Magasin d'alimentation bio,Les Epices Curieuses,"4,1",5,100,0,0,0,0
591,Programme de bien-être,Comme J'aime,"4,0",2056,60,21,6,3,10
592,Production agricole,Pourdebon,"4,0",290,74,4,2,4,16
593,"Aliments, boissons & tabac",Mamamatcha,"4,0",89,84,7,2,0,7
594,Magasin de vins et spiritueux,Boutique Destination Cocktails,"4,0",56,73,16,2,4,5
595,Caviste,Le Carré des Vins,"4,0",39,54,36,5,2,3
596,Service e-commerce,Eco-Recaps,"4,0",10,60,0,10,0,30
597,Fabricant de produits alimentaires,Lafabriquedesmamans,"4,0",10,70,10,10,0,10
598,Magasin de cigarettes électroniques,Fumeo,"4,0",9,89,11,0,0,0
599,Épicerie italienne,Gastronomieditalie,"4,0",7,86,0,14,0,0
600,Pâtisserie,Lasurprisedeschefs,"4,0",7,72,14,14,0,0
601,Marché alimentaire,Etape Locale,"4,0",6,50,50,0,0,0
602,Magasin de cosmétiques,Ateliercoesi,"4,0",5,100,0,0,0,0
603,Boutique de café,NESCAPS,"4,0",5,60,40,0,0,0
604,Confiserie,Sms Bonbon,"4,0",5,80,20,0,0,0
605,Agriculteur,Higreencbd,"4,0",5,80,20,0,0,0
606,Miellerie,Lacompagniedesbutineuses,"4,0",5,80,20,0,0,0
607,Supérette,Deuspi,"4,0",4,100,0,0,0,0
608,Caviste,Eastern Wine,"4,0",4,100,0,0,0,0
609,"Aliments, boissons & tabac",zeCBD : annuaire et comparateur de CBD Shop en ligne,"4,0",4,100,0,0,0,0
610,Magasin d'alimentation naturelle,Mycereales,"4,0",4,100,0,0,0,0
611,Entreprise de transformation alimentaire,"EnergieDiffusion ""LESOUCHET.FR""","4,0",4,100,0,0,0,0
612,Service d'aromathérapie,Baitea,"4,0",4,100,0,0,0,0
613,Cours de cuisine,Kimura's Kitchen,"4,0",4,100,0,0,0,0
614,Boutique de café,Top Saveur,"4,0",4,100,0,0,0,0
615,Boutique de boissons non alcoolisées,King Mate,"4,0",4,100,0,0,0,0
616,Distributeur de boissons,Copainscommeraisins,"4,0",4,100,0,0,0,0
617,Magasin de vaporiseurs,Fleur de cbd,"4,0",4,100,0,0,0,0
618,Magasin de cigarettes électroniques,Clopa Cabana,NA,NA,100,0,0,0,0
619,Magasin de cigarettes électroniques,Top Vapo,"4,0",4,100,0,0,0,0
620,Magasin de cigarettes électroniques,Clopa Cabana,NA,NA,100,0,0,0,0
621,Magasin de cigarettes électroniques,Top Vapo,"4,0",4,100,0,0,0,0
622,Caviste,Mes Bourgognes,"4,0",4,100,0,0,0,0
623,"Aliments, boissons & tabac",Flaavor,"4,0",4,75,25,0,0,0
624,Caviste,LES PASSIONNES DU VIN,"4,0",4,100,0,0,0,0
625,Magasin de cigarettes électroniques,Ecovapo,"4,0",4,100,0,0,0,0
626,"Aliments, boissons & tabac",Aromea Liquide,"4,0",4,75,25,0,0,0
627,Traiteur,Alphonse et Madeleine,"4,0",4,100,0,0,0,0
628,Magasin de cannabis,Bioparadize,"4,0",4,100,0,0,0,0
629,Artisan chocolatier,DULAMÉ,"4,0",4,100,0,0,0,0
630,Magasin de cannabis,Herbaly CBD,"4,0",4,100,0,0,0,0
631,Jardin,Terreterre,"4,0",3,100,0,0,0,0
632,Supermarché,eurasie shop,"4,0",3,100,0,0,0,0
633,Magasin de thé,Azurinfuz,"4,0",3,100,0,0,0,0
634,Épicerie fine,Afriyummy,"4,0",3,100,0,0,0,0
635,Boutique de café,Alternative Café,"4,0",3,100,0,0,0,0
636,Magasin d'alimentation naturelle,Le Pressoir des Gourmands,"4,0",3,100,0,0,0,0
637,Caviste,CavavinCado.com,"4,0",3,100,0,0,0,0
638,Magasin de cannabis,Uncleweed,"4,0",3,100,0,0,0,0
639,Boutique de loisirs créatifs,My Patisserie,"4,0",3,100,0,0,0,0
640,Magasin de cannabis,Kerma Cbd,"4,0",3,100,0,0,0,0
641,Magasin de cannabis,Greenow,"4,0",3,100,0,0,0,0
642,Centre de formation,B as Bread,"4,0",3,100,0,0,0,0
643,Service de traiteur,Mayla,"4,0",3,100,0,0,0,0
644,Miellerie,Rucher Du Cabanon,"4,0",3,100,0,0,0,0
645,Fabricant d'huile d'olive,Moulin de l'Esquirol,"4,0",3,100,0,0,0,0
646,Magasin d'alimentation bio,Le lab du bonheur,"4,0",3,100,0,0,0,0
647,Boutique de café,Granamundo,"4,0",3,100,0,0,0,0
648,Grossiste de produits,MBD EQUIPEMENT,"4,0",3,100,0,0,0,0
649,Magasin d'alimentation naturelle,Delifarm,"4,0",3,100,0,0,0,0
650,Magasin de vaporiseurs,Acheter Fleurs-cbd,"4,0",3,100,0,0,0,0
651,Magasin de vaporiseurs,ballonproto.com,"4,0",3,100,0,0,0,0
652,Magasin de bonbons,Chocolats Rosa,"4,0",3,100,0,0,0,0
653,Caviste,La Cave Littlewood,"4,0",3,100,0,0,0,0
654,"Aliments, boissons & tabac",Route du safran,"4,0",3,100,0,0,0,0
655,"Aliments, boissons & tabac",letamis.fr,"4,0",3,100,0,0,0,0
656,"Aliments, boissons & tabac",Eldenselections,"4,0",3,100,0,0,0,0
657,Magasin de cannabis,Le Green Spot,"4,0",3,100,0,0,0,0
658,Magasin de narguilés,Biggy Smoke,"4,0",3,100,0,0,0,0
659,Magasin de cigarettes électroniques,420 Green Road - Vape,"4,0",3,100,0,0,0,0
660,Magasin de vins et spiritueux,Bellavinea,"4,0",3,100,0,0,0,0
661,Fournisseur de produits alimentaires,Baïkal CBD,"4,0",3,100,0,0,0,0
662,"Aliments, boissons & tabac",VinatisUK,"3,9",538,69,10,4,4,13
663,Livraison de repas à domicile,Quitoque,"3,9",505,52,20,3,3,22
664,Magasin de narguilés,Mistersmoke,"3,9",61,51,5,2,3,39
665,Ferme,Closed Domain,"3,9",34,70,15,6,0,9
666,"Aliments, boissons & tabac",Whisky,"3,9",23,70,4,9,0,17
667,Consultant en aliments et boissons,HLHarmonie,"3,9",17,64,6,12,0,18
668,Épicerie fine,Le Comptoir Irlandais,"3,9",14,72,0,14,0,14
669,Épicerie fine,Le Marche d'Épicure,"3,9",14,72,7,14,0,7
670,"Aliments, boissons & tabac",Wineandco,"3,9",10,30,0,0,0,70
671,Magasin de cannabis,OffWeed CBD,"3,9",7,86,0,0,0,14
672,Épicerie fine,lamounbox.com,"3,9",6,66,17,0,17,0
673,Magasin de thé,KingCBD,"3,9",6,66,17,0,17,0
674,Service de traiteur,Mr Matin,"3,9",5,40,40,20,0,0
675,Conserverie,Borde,"3,9",5,80,0,20,0,0
676,Caviste,Œnocar,"3,9",4,50,50,0,0,0
677,Caviste,Max Bordeaux,"3,9",3,67,33,0,0,0
678,Livraison de repas à domicile,Feedmi France,"3,9",3,67,33,0,0,0
679,Service de traiteur,Phileas Lounge,"3,9",3,67,33,0,0,0
680,Magasin de cannabis,Budzar,"3,9",3,67,33,0,0,0
681,"Aliments, boissons & tabac",Bio Concept E-liquides,"3,9",3,33,33,0,34,0
682,Fabricant de thé,fitvia,"3,8",198,47,7,5,9,32
683,Vente de fruits et légumes en gros,power-host.org,"3,8",129,63,8,8,9,12
684,Magasin d'électroménager,Ma Cave à Vin,"3,8",96,68,4,7,5,16
685,Magasin de cannabis,Cbdqueen,"3,8",63,84,11,1,2,2
686,Magasin d'épices,David Vanille : Chercheur d'épices,"3,8",43,81,5,0,2,12
687,Magasin de vins et spiritueux,Le Bar à Papa,"3,8",27,67,7,7,4,15
688,"Aliments, boissons & tabac",Purezza,"3,8",24,67,12,0,0,21
689,Boutique de produits diététiques,Fruity Boost,"3,8",23,65,9,9,0,17
690,Grossiste en produits agricoles,Medinagri,"3,8",21,62,19,0,0,19
691,Magasin de vins et spiritueux,Gérard Bertrand,"3,8",19,74,10,0,5,11
692,Bar à bières,My Beers,"3,8",18,78,0,5,6,11
693,"Aliments, boissons & tabac",Oliviers & Co,"3,8",10,70,30,0,0,0
694,"Aliments, boissons & tabac",Alpesblanc,"3,8",8,62,0,0,0,38
695,Magasin de cannabis,Mamiejuana,"3,8",6,66,17,0,17,0
696,Marché alimentaire,ginetteetjosiane.com,"3,8",6,66,0,17,17,0
697,Cave à vins,Alpvins.fr,"3,8",3,67,33,0,0,0
698,Magasin discount,Weed Side Story,"3,8",3,67,33,0,0,0
699,Agriculteur,Domaine l'Hermiton,"3,8",3,100,0,0,0,0
700,Magasin discount,Weed Side Story,"3,8",3,67,33,0,0,0
701,Grossiste en vins,LABOXAVIN,"3,8",3,100,0,0,0,0
702,"Aliments, boissons & tabac",Vente de Vin - Le Bourguignon,"3,8",2,100,0,0,0,0
703,"Aliments, boissons & tabac",VAPSTOR,"3,8",2,100,0,0,0,0
704,Distributeur de boissons,Aquapaxmc,"3,8",2,100,0,0,0,0
705,"Aliments, boissons & tabac",VINISAT,"3,8",2,100,0,0,0,0
706,"Aliments, boissons & tabac",GrainparGrain,"3,8",2,100,0,0,0,0
707,Caviste,Cave Champenoise,"3,8",2,100,0,0,0,0
708,Cave à vins,Vignerons du Pays d'Ensérune,"3,8",2,100,0,0,0,0
709,Boulangerie,La Ferme du Luguen,"3,8",2,100,0,0,0,0
710,Fournisseur d'engrais,La Ferme De Maman,"3,8",2,100,0,0,0,0
711,Magasin de cigarettes électroniques,House of Vapes,"3,8",2,100,0,0,0,0
712,Caviste,meilleursvinsbio.com,"3,8",2,100,0,0,0,0
713,Magasin de vins et spiritueux,Spirit Beauties,"3,8",2,100,0,0,0,0
714,Boutique de boissons non alcoolisées,Chiri Tea,"3,8",2,100,0,0,0,0
715,Épicerie,Ginaepices,"3,8",2,100,0,0,0,0
716,Magasin de vins et spiritueux,BTC Wine,"3,8",2,100,0,0,0,0
717,Artisanat,Maison420,"3,8",2,100,0,0,0,0
718,"Aliments, boissons & tabac","Kilean, Consultant en douane pour la certification d'opérateur économique agréé","3,8",2,100,0,0,0,0
719,Caviste,Sudivin,"3,8",2,100,0,0,0,0
720,"Aliments, boissons & tabac",Vente de Vin - Le Bourguignon,"3,8",2,100,0,0,0,0
721,Fournisseur d'engrais,La Ferme De Maman,"3,8",2,100,0,0,0,0
